node_id,node_type,label,type,date_added,release_year,rating,duration,description
10826,show,Vantage Point,Movie,,2008,PG-13,90 min,"Moments after he arrives in Spain for an antiterrorism summit, U.S. President Ashton is shot."
10827,person,Pete Travis,director,,,,,
10828,person,Matthew Fox,cast,,,,,
10829,person,Edgar Ramírez,cast,,,,,
10830,person,Saïd Taghmaoui,cast,,,,,
10831,person,Ayelet Zurer,cast,,,,,
10832,person,Sigourney Weaver,cast,,,,,
10833,person,William Hurt,cast,,,,,
10834,show,Vientos de agua,TV Show,,2006,TV-MA,1 Season,"José Olaya, a Spanish miner, emigrates to Argentina in 1934, while his son, an architect, moves to Spain after Argentina's economic collapse in 2001."
10835,person,Eduardo Blanco,cast,,,,,
10836,person,Héctor Alterio,cast,,,,,
10837,person,Darío Valenzuela,cast,,,,,
10838,person,Pablo Rago,cast,,,,,
10839,person,Angie Cepeda,cast,,,,,
10840,person,Marta Etura,cast,,,,,
10841,person,Giulia Michelini,cast,,,,,
10842,person,Carlos Kaspar,cast,,,,,
10843,show,We Are the Wave,TV Show,,2019,TV-MA,1 Season,"A mysterious classmate leads four idealistic teens in a revolt against a rising tide of nationalistic fervor, but their movement takes a dark turn."
10844,person,Ludwig Simon,cast,,,,,
10845,person,Luise Befort,cast,,,,,
10846,person,Michelle Barthel,cast,,,,,
10847,person,Mohamed Issa,cast,,,,,
10848,person,Daniel Friedl,cast,,,,,
10849,person,Robert Schupp,cast,,,,,
10850,show,Wild Child,Movie,,2008,PG-13,98 min,"When a spoiled girl pushes her father too far with her spending and outlandish behavior, he ships the Malibu princess off to a strict boarding school."
10851,person,Nick Moore,director,,,,,
10852,person,Emma Roberts,cast,,,,,
10853,person,Kimberley Nixon,cast,,,,,
10854,person,Linzey Cocker,cast,,,,,
10855,person,Sophie Wu,cast,,,,,
10856,person,Georgia King,cast,,,,,
10857,person,Natasha Richardson,cast,,,,,
10858,person,Lexi Ainsworth,cast,,,,,
10859,show,Zoé: Panoramas,Movie,,2016,TV-14,89 min,This introspective rockumentary follows the career triumphs and intimate moments of legendary Mexican band Zoé as they embark on a global tour.
10860,person,Rodrigo Guardiola,director,,,,,
10861,person,Gabriel Cruz Rivas,director,,,,,
10862,person,Sergio Acosta,cast,,,,,
10863,person,Jesús Báez,cast,,,,,
10864,person,Ángel Mosqueda,cast,,,,,
10865,person,Rodrigo Guardiola,cast,,,,,
10866,person,León Larregui,cast,,,,,
10867,show,Zombieland,Movie,,2009,R,88 min,"Looking to survive in a world taken over by zombies, a dorky college student teams with an urban roughneck and a pair of grifter sisters."
10868,person,Ruben Fleischer,director,,,,,
10869,person,Amber Heard,cast,,,,,
10870,person,Derek Graf,cast,,,,,
10871,show,A Wednesday,Movie,,2008,TV-MA,103 min,"After receiving an anonymous tip about a bomb, a police commissioner must negotiate with the terrorist, who demands the release of four militants."
10872,person,Neeraj Pandey,director,,,,,
10873,person,Deepal Shaw,cast,,,,,
10874,person,Aamir Bashir,cast,,,,,
10875,person,Vijay Bhatia,cast,,,,,
10876,person,Chetan Pandit,cast,,,,,
10877,show,Aagey Se Right,Movie,,2009,TV-MA,117 min,"A cop full of self-doubt loses his gun five days before he's due to leave the force, and becomes an unexpected hero as he tries to retrieve it."
10878,person,Indrajit Nattoji,director,,,,,
10879,person,Shiv Pandit,cast,,,,,
10880,person,Sanjay Sharma,cast,,,,,
10881,show,Aamir,Movie,,2008,TV-14,95 min,"In this high-tension thriller, an anonymous caller on a cell phone threatens to harm a man's family if he doesn't carry out every order."
10882,person,Raj Kumar Gupta,director,,,,,
10883,person,Gajraj Rao,cast,,,,,
10884,person,Shashanka Ghosh,cast,,,,,
10885,person,Jhilmil Hazrika,cast,,,,,
10886,person,Gazala Amin,cast,,,,,
10887,person,Allauddin Khan,cast,,,,,
10888,show,ABCD 2,Movie,,2015,TV-14,146 min,"After being accused of cheating on a reality TV show, a dance troupe seeks to redeem itself by winning the World Hip-Hop Dance Championship."
10889,person,Prabhu Deva,cast,,,,,
10890,person,Varun Dhawan,cast,,,,,
10891,person,Lauren Gottlieb,cast,,,,,
10892,person,Sushant Pujari,cast,,,,,
10893,person,Punit Pathak,cast,,,,,
10894,person,Dharmesh Yelande,cast,,,,,
10895,person,Raghav Juyal,cast,,,,,
10896,show,ABCD: Any Body Can Dance,Movie,,2013,TV-14,136 min,"Thrown out of the elite dance studio he founded, Vishnu's spirits rebound when he sees young street dancers prepping for an annual contest."
10897,person,Ganesh Acharya,cast,,,,,
10898,person,Salman,cast,,,,,
10899,person,Noorin Sha,cast,,,,,
10900,show,Arjun: The Warrior Prince,Movie,,2011,TV-14,91 min,This animated retelling of the classic Indian tale of Prince Arjun – part of the Sanskrit epic Mahabharata – begins during the prince's youth.
10901,person,Arnab Chaudhuri,director,,,,,
10902,person,Yudhveer Bakoliya,cast,,,,,
10903,person,Ravi Khanwilkar,cast,,,,,
10904,person,Vijay Kashyap,cast,,,,,
10905,person,Sachin Khedekar,cast,,,,,
10906,person,Rajeshwari Sachdev,cast,,,,,
10907,person,Hemanth Mahaur,cast,,,,,
10908,show,Asees,Movie,,2018,TV-14,123 min,"When a dispute breaks out between five siblings over their mother’s property, one devoted son will go to any lengths to protect her land."
10909,person,Rana Ranbir,director,,,,,
10910,person,Neha Pawar,cast,,,,,
10911,person,Kuljinder Sidhu,cast,,,,,
10912,person,Rupinder Roopi,cast,,,,,
10913,person,Pardeep Sran,cast,,,,,
10914,person,Rajvir Boparai,cast,,,,,
10915,show,Barfi!,Movie,,2012,TV-PG,144 min,"Years after rejecting Barfii, a hearing and speech impaired young man, for a more ""appropriate"" suitor, Shruti finds herself falling for him."
10916,person,Ashish Vidyarthi,cast,,,,,
10917,person,Rupa Ganguly,cast,,,,,
10918,person,Bholaraj Sapkota,cast,,,,,
10919,person,Jishu Sengupta,cast,,,,,
10920,person,Haradhan Bannerjee,cast,,,,,
10921,show,BASEketball,Movie,,1998,R,103 min,"When two slackers' made-up sport, BASEketball, becomes a national craze, they hope to cash in on the basketball/baseball hybrid's popularity."
10922,person,David Zucker,director,,,,,
10923,person,Trey Parker,cast,,,,,
10924,person,Matt Stone,cast,,,,,
10925,person,Dian Bachar,cast,,,,,
10926,person,Yasmine Bleeth,cast,,,,,
10927,person,Jenny McCarthy,cast,,,,,
10928,person,Ernest Borgnine,cast,,,,,
10929,person,Robert Vaughn,cast,,,,,
10930,person,Trevor Einhorn,cast,,,,,
10931,show,Calico Critters,TV Show,,2018,TV-Y,1 Season,The adorable residents of Sylvanian Village always have lots of fun with their friends and families!
10932,person,Georgie Fuller,cast,,,,,
10933,person,Jessica Hinds-Mingo,cast,,,,,
10934,person,Mayumi Kawai,cast,,,,,
10935,person,Sarah Sumeray,cast,,,,,
10936,person,Alix Macey,cast,,,,,
10937,person,Jenna Sharpe,cast,,,,,
10938,show,Calico Critters: A Town of Dreams,Movie,,2017,TV-Y,11 min,Freya heads into town with her mother for a very special occasion: a dress designed by her sister Stella is going to be in a fashion show!
10939,person,Momoko Kamiya,director,,,,,
10940,show,Calico Critters: The Treasure of Calico Village,Movie,,2017,TV-Y,22 min,Freya and her friends inspire the mayor to put on a competition at the fete to pick the loveliest thing in Sylvanian Village.
10941,show,Chaar Sahibzaade,Movie,,2014,TV-PG,126 min,"With a horde of enemy invaders bearing down, four sons of an illustrious Sikh guru lead a tiny but valiant army into a desperate fight for freedom."
10942,person,Harry Baweja,director,,,,,
10943,show,Chance Pe Dance,Movie,,2009,TV-14,121 min,"Having risen from humble beginnings, an ambitious young man sets his sights on winning a major dance competition that could catapult him to fame."
10944,person,Ken Ghosh,director,,,,,
10945,person,Genelia D'Souza,cast,,,,,
10946,person,Mohnish Bahl,cast,,,,,
10947,person,Satish Shah,cast,,,,,
10948,person,Vikas Bhalla,cast,,,,,
10949,person,Kurush Deboo,cast,,,,,
10950,person,Zain Khan,cast,,,,,
10951,show,Christmas With A View,Movie,,2018,TV-PG,91 min,"Still reeling from a business failure, the restaurant manager of a ski resort finds her world jolted by a new chef, who has his own hidden past."
10952,person,Scott Cavalheiro,cast,,,,,
10953,person,Kaitlyn Leeb,cast,,,,,
10954,person,Patrick Duffy,cast,,,,,
10955,person,Jess Walton,cast,,,,,
10956,show,Chup Chup Ke,Movie,,2006,TV-14,158 min,"Mistaking a broke, small-time hustler for a millionaire, two bumbling fishermen hatch a scheme to use him to help pay off their debts."
10957,person,Kookie V. Gulati,director,,,,,
10958,person,Neha Dhupia,cast,,,,,
10959,person,Sunil Shetty,cast,,,,,
10960,show,Dhan Dhana Dhan Goal,Movie,,2007,TV-14,157 min,"In a last-ditch effort, the jaded coach of the Southall United Football Club assembles a ragtag team and helps lead the team to a comeback season."
10961,person,Vivek Agnihotri,director,,,,,
10962,person,Arshad Warsi,cast,,,,,
10963,person,Dibyendu Bhattacharya,cast,,,,,
10964,person,Gilbert Montoya,cast,,,,,
10965,show,Dhoondte Reh Jaoge,Movie,,2009,TV-14,124 min,"An accountant and a producer hatch a scheme to finance a movie, while making every effort to ensure that it flops so they may pocket the difference."
10966,person,Umesh Shukla,director,,,,,
10967,person,Kunal Khemu,cast,,,,,
10968,person,Soha Ali Khan,cast,,,,,
10969,person,Johnny Lever,cast,,,,,
10970,person,Dilip Joshi,cast,,,,,
10971,person,Malay Chakrabarty,cast,,,,,
10972,person,Razak Khan,cast,,,,,
10973,person,Hrishitaa Bhatt,cast,,,,,
10974,show,Do Dooni Chaar,Movie,,2010,TV-PG,106 min,"A struggling math teacher holds down a second job to keep his family afloat. But when he receives a wedding invitation, he's determined to attend."
10975,person,Habib Faisal,director,,,,,
10976,person,Neetu Singh,cast,,,,,
10977,person,Aditi Vasudev,cast,,,,,
10978,person,Archit Krishna,cast,,,,,
10979,person,Natasha Rastogi,cast,,,,,
10980,person,Manoj Bakshi,cast,,,,,
10981,person,Supriya Shukla,cast,,,,,
10982,show,Edge of Fear,Movie,,2018,TV-MA,92 min,"During a wilderness getaway, a gang of sociopathic criminals kidnap a woman and assault her husband, who must summon all his strength to save her."
10983,person,Bobby Roth,director,,,,,
10984,person,Shen Lin,cast,,,,,
10985,person,Zhu Zhu,cast,,,,,
10986,person,Jodi Lyn O'Keefe,cast,,,,,
10987,person,Robert Knepper,cast,,,,,
10988,person,Amaury Nolasco,cast,,,,,
10989,person,Rockmond Dunbar,cast,,,,,
10990,person,Andy Mackenzie,cast,,,,,
10991,person,Robert Crayton,cast,,,,,
10992,person,Trent Brya,cast,,,,,
10993,show,"Edmilson Filho: Notas, Comedy about Relationships",Movie,,2017,TV-MA,80 min,"Brazilian comedian Edmilson Filho walks his audience through the stages of a modern relationship, playing up the differences between men and women."
10994,person,Halder Gomes,director,,,,,
10995,person,Edmilson Filho,cast,,,,,
10996,show,Filmworker,Movie,,2017,TV-MA,94 min,Leon Vitali had a thriving acting career most others would envy. Then he gave it all up to devote himself completely to the vision of Stanley Kubrick.
10997,person,Tony Zierra,director,,,,,
10998,person,Leon Vitali,cast,,,,,
10999,show,Gaddar: the Traitor,Movie,,2015,TV-MA,126 min,An Indian man who has become a major business mogul in Canada must return to his homeland where he's reviled due to being wrongly branded a traitor.
11000,person,Manpneet Grewal,cast,,,,,
11001,person,Girja Shankar,cast,,,,,
11002,person,Shavinder Mahal,cast,,,,,
11003,person,Tarsem Paul,cast,,,,,
11004,person,Balkaran Wadding,cast,,,,,
11005,person,Bobby Sandhu,cast,,,,,
11006,show,Get Shorty,TV Show,,2017,TV-MA,1 Season,Organized crime enforcer Miles Daly strives to reinvent himself as a Hollywood filmmaker in this satire based on Elmore Leonard's best-selling novel.
11007,show,Ghanchakkar,Movie,,2013,TV-14,129 min,"Former con artist Sanju surrounds himself with the finer things, a blissful life troubled by only one thing: his wife, who wants even more."
11008,person,Parvin Dabas,cast,,,,,
11009,show,Girl from Nowhere,TV Show,,2018,TV-MA,1 Season,"A mysterious, clever girl named Nanno transfers to different schools, exposing the lies and misdeeds of the students and faculty at every turn."
11010,person,Chicha Amatayakul,cast,,,,,
11011,person,Thanawetch Siriwattanakul,cast,,,,,
11012,person,Pajaree Nantarat,cast,,,,,
11013,person,Thitinan Khlangphet,cast,,,,,
11014,person,Nutthasit Kotimanuswanich,cast,,,,,
11015,person,Tatchapol Thitiapichai,cast,,,,,
11016,person,Chanicha Boonpanuvichit,cast,,,,,
11017,person,Ekawat Niratvorapanya,cast,,,,,
11018,person,Anuchit Sapanpong,cast,,,,,
11019,person,Awat Ratanapintha,cast,,,,,
11020,person,Piyathida Woramusik,cast,,,,,
11021,person,Apasiri Kittithanon,cast,,,,,
11022,person,Kunchanuj Kengkarnka,cast,,,,,
11023,person,Nutnicha Lueanganankhun,cast,,,,,
11024,show,Grandmaster,Movie,,2012,TV-14,133 min,"Anticipating the next move in a serial killer's grisly game, a police chief realizes that his daughter and estranged wife are the next likely victims."
11025,person,B. Unnikrishnan,director,,,,,
11026,person,Mithra Kurian,cast,,,,,
11027,person,Anoop Menon,cast,,,,,
11028,person,Mohanlal,cast,,,,,
11029,person,Narein,cast,,,,,
11030,person,Priyamani,cast,,,,,
11031,person,Roma,cast,,,,,
11032,person,Jagathy Sreekumar,cast,,,,,
11033,show,Hattrick,Movie,,2007,TV-14,109 min,Stories of personal victories coincide with Team India's battle for the Cricket World Cup in this engaging ensemble drama.
11034,person,Nana Patekar,cast,,,,,
11035,person,Rimi Sen,cast,,,,,
11036,person,Gautam Bhimani,cast,,,,,
11037,person,Harsha Bhogle,cast,,,,,
11038,show,Heroine,Movie,,2012,TV-MA,143 min,One woman experiences the dramatic highs and lows of fame in this voyeuristic glimpse past the glitz and glamour of a Bollywood superstar's life.
11039,person,Randeep Hooda,cast,,,,,
11040,person,Govind Namdeo,cast,,,,,
11041,person,Mugdha Godse,cast,,,,,
11042,person,Shahana Goswami,cast,,,,,
11043,show,Himmatwala,Movie,,2013,TV-14,140 min,A young man returns to his native village on a mission of vengeance after his father commits suicide in the wake of false accusations.
11044,person,Sajid Khan,director,,,,,
11045,person,Zarina Wahab,cast,,,,,
11046,show,Husbands in Goa,Movie,,2012,TV-14,150 min,"Three professional friends, all husbands living with domineering wives, take a well-deserved vacation in the resort city of Goa."
11047,person,Saji Surendran,director,,,,,
11048,person,Jayasurya,cast,,,,,
11049,person,Indrajith,cast,,,,,
11050,person,Asif Ali,cast,,,,,
11051,person,Lal,cast,,,,,
11052,person,Bhama,cast,,,,,
11053,person,Ramya Nambeeshan,cast,,,,,
11054,person,Rima Kallingal,cast,,,,,
11055,person,Praveena,cast,,,,,
11056,show,Jatts in Golmaal,Movie,,2013,TV-PG,128 min,"Without fully realizing the consequences, a boy who wants to relocate from India to Canada sells his heart to a gangster in need of a transplant."
11057,person,Ksshitij Chaudhary,director,,,,,
11058,person,Veena Malik,cast,,,,,
11059,show,Kai Po Che!,Movie,,2013,TV-14,120 min,This Bollywood drama tells the story of three best friends who dream of starting a cricket training academy in Ahmedabad for very different reasons.
11060,person,Abhishek Kapoor,director,,,,,
11061,person,Rajkummar Rao,cast,,,,,
11062,person,Amit Sadh,cast,,,,,
11063,person,Digvijay Deshmukh,cast,,,,,
11064,person,Ashish Kakkad,cast,,,,,
11065,show,Kalakalappu,Movie,,2012,TV-14,154 min,"Cheenu dreams of resurrecting the restaurant he has inherited to its former glory, but his brother, a compulsive gambler, loses the place to a cop."
11066,person,Vimal,cast,,,,,
11067,person,Anjali,cast,,,,,
11068,person,Shiva,cast,,,,,
11069,person,Oviya,cast,,,,,
11070,person,John Vijay,cast,,,,,
11071,person,M. Ilavarasu,cast,,,,,
11072,show,Katt Williams: The Pimp Chronicles: Pt. 1,Movie,,2006,TV-MA,45 min,"In this 2006 show, comic Katt Williams uses his edgy style and personal experiences to paint a sassy, hilarious portrait of life in black America."
11073,person,Gary Binkow,director,,,,,
11074,show,Katti Batti,Movie,,2015,TV-14,132 min,"After falling in love during college, architect Maddy and free spirit Payal have five wonderful years together, until a mystery suddenly divides them."
11075,person,Kangana Ranaut,cast,,,,,
11076,person,Abhishek Saha,cast,,,,,
11077,person,Mithila Palkar,cast,,,,,
11078,person,Vivan Bhatena,cast,,,,,
11079,person,Suhaas Ahuja,cast,,,,,
11080,person,Nicole Faria,cast,,,,,
11081,person,Adaar Malik,cast,,,,,
11082,show,Life in a ... Metro,Movie,,2007,TV-14,126 min,A group of Mumbai up-and-comers search for love and struggle for success in this ensemble drama that centers on an eager young call-center executive.
11083,person,Dharmendra,cast,,,,,
11084,person,Irrfan Khan,cast,,,,,
11085,person,Shilpa Shetty,cast,,,,,
11086,person,Sharman Joshi,cast,,,,,
11087,person,Nafisa Ali,cast,,,,,
11088,show,Marc Maron: Thinky Pain,Movie,,2013,TV-MA,95 min,"Alternative comic Marc Maron is back on stage in New York to talk Chinese food, drug abuse, sex in hotel rooms and life with his girlfriend."
11089,show,Morris from America,Movie,,2016,R,91 min,"When his father moves from the U.S. to Heidelberg, Germany, an African American teenager struggles to find his place and pursue his hip-hop dreams."
11090,person,Chad Hartigan,director,,,,,
11091,person,Markees Christmas,cast,,,,,
11092,person,Lina Keller,cast,,,,,
11093,person,Carla Juri,cast,,,,,
11094,person,Jakub Gierszal,cast,,,,,
11095,person,Levin Henning,cast,,,,,
11096,person,Eva Loebau,cast,,,,,
11097,show,Mumbai Meri Jaan,Movie,,2008,TV-MA,135 min,"A moving portrayal of the 2006 train bombings in Mumbai, this Indian drama follows the interconnected stories of several strangers."
11098,person,Nishikant Kamat,director,,,,,
11099,person,Anand Goradia,cast,,,,,
11100,person,Vijay Maurya,cast,,,,,
11101,person,Vibhavari Deshpande,cast,,,,,
11102,person,Santosh Juvekar,cast,,,,,
11103,show,Mundeyan Ton Bachke Rahin,Movie,,2014,TV-14,139 min,"When they both fall for the same girl, best pals and shameless womanizers Prince and Jassi go head-to-head to compete for her love."
11104,person,Navinder Pal Singh,director,,,,,
11105,person,Simran Kaur Mundi,cast,,,,,
11106,person,Bharti Singh,cast,,,,,
11107,person,Anshu Sawhney,cast,,,,,
11108,person,Sunita Dhir,cast,,,,,
11109,person,Minto,cast,,,,,
11110,person,Manoj Sabarwal,cast,,,,,
11111,person,Sunny Gill,cast,,,,,
11112,show,No One Killed Jessica,Movie,,2011,TV-MA,131 min,This thriller tells the true story of model Jessica Lall – who was shot dead in a restaurant – and the campaign to bring her killer to justice.
11113,person,Rani Mukerji,cast,,,,,
11114,person,Myra Karn,cast,,,,,
11115,person,Neil Bhoopalam,cast,,,,,
11116,person,Bubbles Sabharwal,cast,,,,,
11117,person,Satyadeep Misra,cast,,,,,
11118,person,Yogendra Tikku,cast,,,,,
11119,person,Geeta Sudan,cast,,,,,
11120,show,Oye Lucky! Lucky Oye!,Movie,,2008,TV-14,118 min,"Starting as a petty thief, a man rises to become one of the city's biggest operators and carves out the kind of lifestyle he'd once only dreamed of."
11121,person,Dibakar Banerjee,director,,,,,
11122,person,Neetu Chandra,cast,,,,,
11123,person,Archana Puran Singh,cast,,,,,
11124,person,Richa Chadda,cast,,,,,
11125,person,Rajender Sethi,cast,,,,,
11126,person,Chandan Anand,cast,,,,,
11127,show,Paan Singh Tomar,Movie,,2010,TV-MA,129 min,Paan Singh Tomar goes from celebrated runner to star brigand and rebel when life after sports fails to unfold as planned.
11128,person,Tigmanshu Dhulia,director,,,,,
11129,person,Brijendra Kala,cast,,,,,
11130,person,Jahangir Khan,cast,,,,,
11131,person,Zakir Hussain,cast,,,,,
11132,show,Raja Natwarlal,Movie,,2014,TV-14,131 min,A small-time con man assembles a team to help him avenge the death of his partner-in-crime at the hands of a powerful gangster.
11133,person,Kunal Deshmukh,director,,,,,
11134,person,Humaima Malik,cast,,,,,
11135,person,Deepak Tijori,cast,,,,,
11136,person,Prachi Shah,cast,,,,,
11137,show,Satyagraha,Movie,,2013,TV-14,146 min,"In this Bollywood drama, a corporate go-getter sees his priorities shift when personal tragedy brings him face-to-face with political corruption."
11138,person,Prakash Jha,director,,,,,
11139,person,Amitabh Bachchan,cast,,,,,
11140,person,Amrita Rao,cast,,,,,
11141,show,Settai,Movie,,2013,TV-14,123 min,"Asked to deliver a package for a friend, Madhu gets her fiancé, Jayaganthan, to take care of it, and he then passes the task to one of his roommates."
11142,person,R. Kannan,director,,,,,
11143,person,Premgi Amaren,cast,,,,,
11144,show,Sigaram Thodu,Movie,,2014,TV-14,141 min,A policeman's son overcomes his reluctance to join the force following a brutal attack on his father and ends up in the middle of a robbery case.
11145,person,Gaurav Narayanan,director,,,,,
11146,person,Vikram Prabhu,cast,,,,,
11147,person,Monal Gajjar,cast,,,,,
11148,person,Sathish,cast,,,,,
11149,person,Erode Mahesh,cast,,,,,
11150,person,Gaurav Narayanan,cast,,,,,
11151,show,Sommore: The Reign Continues,Movie,,2015,TV-MA,93 min,"Self-proclaimed ""Queen of Comedy"" Sommore storms the stage to deliver a riotous stand-up performance in Charlotte, North Carolina."
11152,person,Kevin Layne,director,,,,,
11153,person,Sommore,cast,,,,,
11154,show,Stink!,Movie,,2015,TV-PG,91 min,"After noting a strange odor in his child’s pajamas, a single dad’s search for the source uncovers potentially toxic secrets of the chemical industry."
11155,person,Jon J. Whelan,director,,,,,
11156,person,Jeffrey Hollender,cast,,,,,
11157,show,The Great British Baking Show: The Beginnings,TV Show,,2012,TV-PG,1 Season,A dozen amateur bakers amiably compete for the coveted title of Britain's best as they whip up tasty treats for judges Mary Berry and Paul Hollywood.
11158,person,Mary Berry,cast,,,,,
11159,person,Mel Giedroyc,cast,,,,,
11160,person,Sue Perkins,cast,,,,,
11161,show,The Tigers of Scotland,Movie,,2017,TV-G,58 min,"This documentary highlights the endangered existence of the Scottish wildcats, and the conservation efforts required to prevent their extinction."
11162,person,Leanne Gater,director,,,,,
11163,person,Iain Glen,cast,,,,,
11164,show,The Untold Tales of Armistead Maupin,Movie,,2017,TV-MA,91 min,"This documentary traces the life of ""Tales of the City"" author Armistead Maupin, from his conservative roots to his rise as an LGBTQ champion."
11165,person,Jennifer M. Kroot,director,,,,,
11166,person,Armistead Maupin,cast,,,,,
11167,person,Neil Gaiman,cast,,,,,
11168,person,Ian McKellen,cast,,,,,
11169,person,Amy Tan,cast,,,,,
11170,person,Margaret Cho,cast,,,,,
11171,person,Amanda Palmer,cast,,,,,
11172,show,The Water Horse: Legend of the Deep,Movie,,2007,PG,112 min,A boy watches an egg he found hatch into something incredible. But how long can he keep such a big secret from his mom – and the Scottish government?
11173,person,Jay Russell,director,,,,,
11174,person,Alex Etel,cast,,,,,
11175,person,Ben Chaplin,cast,,,,,
11176,person,Priyanka Xi,cast,,,,,
11177,person,Marshall Napier,cast,,,,,
11178,person,Joel Tobeck,cast,,,,,
11179,person,Erroll Shand,cast,,,,,
11180,show,Transcendence,Movie,,2014,PG-13,119 min,Two computer scientists work to achieve technological singularity to create a world where computers can transcend the abilities of the human brain.
11181,person,Wally Pfister,director,,,,,
11182,person,Cole Hauser,cast,,,,,
11183,show,Vaya,Movie,,2016,TV-MA,106 min,"Three youths from rural South Africa set out for Johannesburg, where they're thrust into the seedy underbelly of the city and must fight to survive."
11184,person,Akin Omotoso,director,,,,,
11185,person,Mncedisi Shabangu,cast,,,,,
11186,person,Sihle Xaba,cast,,,,,
11187,person,Sibusiso Msimang,cast,,,,,
11188,person,Zimkhitha Nyoka,cast,,,,,
11189,person,Warren Masemola,cast,,,,,
11190,person,Nomonde Mbusi,cast,,,,,
11191,person,Azwile Chamane,cast,,,,,
11192,person,Harriet Lenabe,cast,,,,,
11193,show,Welcome to Sajjanpur,Movie,,2008,TV-PG,131 min,"An educated man assists the illiterate residents of his village with written correspondence, sometimes manipulating the letters to suit his interests."
11194,person,Shyam Benegal,director,,,,,
11195,person,Ravi Kishan,cast,,,,,
11196,person,Ravi Jhankal,cast,,,,,
11197,person,Lalit Mohan Tiwari,cast,,,,,
11198,show,Yeh Hai Bakrapur,Movie,,2014,TV-14,95 min,"A poor family’s goat suddenly acquires divine status, sparking a widespread frenzy as everyone clamors to benefit from its unexpected celebrity."
11199,person,Yoshika Verma,cast,,,,,
11200,person,Anshuman Jha,cast,,,,,
11201,person,Suruchi Aulakh,cast,,,,,
11202,show,Zokkomon,Movie,,2011,PG,104 min,"When his cruel uncle abandons him, a young orphan learns to access the untapped superpowers that have been waiting within him all along."
11203,person,Satyajit Bhatkal,director,,,,,
11204,person,Darsheel Safary,cast,,,,,
11205,person,Manjari Fadnis,cast,,,,,
11206,person,Gargi Datar,cast,,,,,
11207,person,Jai Vyas,cast,,,,,
11208,show,6-5=2,Movie,,2014,TV-MA,103 min,"Six friends decide to undertake a grueling mountain trek, only to find that the difficulties in store for them are not merely physical."
11209,person,Bharat Jain,director,,,,,
11210,person,Prashantt Guptha,cast,,,,,
11211,person,Gaurav Paswala,cast,,,,,
11212,person,Gaurav Kothari,cast,,,,,
11213,person,Disha Kapoor,cast,,,,,
11214,person,Niharica Raizada,cast,,,,,
11215,person,Ashrut Jain,cast,,,,,
11216,person,Darshan Machamada,cast,,,,,
11217,show,Bandie,Movie,,1978,TV-14,141 min,"Heirless Maharaj Brajbhan leaves his throne to his cousin Vikram, but when Brajbhan's wife, Badi Rani, finally conceives, Vikram plots to destroy her."
11218,person,Alo Sarkar,director,,,,,
11219,person,Uttam Kumar,cast,,,,,
11220,person,Sulakshana Pandit,cast,,,,,
11221,person,Utpal Dutt,cast,,,,,
11222,person,Bindu,cast,,,,,
11223,person,Amjad Khan,cast,,,,,
11224,person,Indrani Mukherjee,cast,,,,,
11225,person,Padma Khanna,cast,,,,,
11226,person,Iftekhar,cast,,,,,
11227,show,Beiimaan Love,Movie,,2016,TV-MA,115 min,"After having her heart broken by a man who seduced her at a party, a young, ambitious woman concocts a scheme to get revenge."
11228,person,Rajeev Chaudhari,director,,,,,
11229,person,Rajneesh Duggal,cast,,,,,
11230,person,Rajeev Verma,cast,,,,,
11231,person,Daniel Weber,cast,,,,,
11232,person,Yuvraj Siddharth Singh,cast,,,,,
11233,person,Ziesha Nancy,cast,,,,,
11234,show,Coffee with D,Movie,,2017,TV-PG,120 min,Low TV ratings drive a well-known journalist to concoct a plan to interview a notorious underworld figure who is also a suspected terrorist.
11235,person,Vishal Mishra,director,,,,,
11236,person,Sunil Grover,cast,,,,,
11237,person,Anjana Sukhani,cast,,,,,
11238,person,Vinod Ramani,cast,,,,,
11239,person,Guru Singh,cast,,,,,
11240,show,Getaway Plan,Movie,,2016,TV-MA,104 min,Professional burglar and blowtorch expert Víctor is recruited by the Russian mafia to break into a vault as part of an elaborate bank heist.
11241,person,Iñaki Dorronsoro,director,,,,,
11242,person,Javier Gutiérrez,cast,,,,,
11243,person,Alba Galocha,cast,,,,,
11244,person,Itziar Atienza,cast,,,,,
11245,person,Florin Opritescu,cast,,,,,
11246,person,Jaroslaw Bielski,cast,,,,,
11247,person,Peter Nikolas,cast,,,,,
11248,show,Golden Time,Movie,,2013,TV-Y,22 min,"In the 1980s, a recently discarded television set from the 1960s refuses to accept its fate and tries to break out of the junkyard."
11249,person,Takuya Inaba,director,,,,,
11250,show,Hajwala: The Missing Engine,Movie,,2016,TV-PG,97 min,A competitive streetcar racer's obsession with winning drive him to develop a vehicle with an innovative engine that's never been used before.
11251,person,Ali Bin Matar,director,,,,,
11252,person,Ibrahim Bin Mohamed,director,,,,,
11253,person,Yasser Al Jarraf,cast,,,,,
11254,person,Haleem Aljabri,cast,,,,,
11255,person,Anwar Aljabri,cast,,,,,
11256,person,Omar Aljabri,cast,,,,,
11257,person,Ali Almarzouqi,cast,,,,,
11258,person,Majed Aldheeb,cast,,,,,
11259,person,Yousef Almahmodi,cast,,,,,
11260,person,Reem Ali,cast,,,,,
11261,show,Hitler's Steel Beast,Movie,,2017,TV-14,54 min,"Trace the history of Hitler's armored private train, a 15-car mobile headquarters boasting state-of-the-art communications and anti-aircraft cannons."
